Plot,Rep,Genotype,accession,species,species_mex,origin,notes1,notes2,DTS_corr,DTA_corr,GDDTS_corr,GDDTA_corr,PH_corr,EH_corr,EN_corr,NBR_corr,SPAD_corr,LAE_corr,StPi_corr,StPu_corr,Predicted_N_corr,inv4m_introgression
2456,2,Zv.0420_P3_P2_P2.2.1.1,Zv.0420,Bals,Bals,PV23-1633,,,76.12901404,74.11772952,850.162,819.826,229.653,90.337,2.006,2.22,15.454,6.055243015,0.001505758,-0.001982682,,no
2457,2,Zx.0090_P2_P2_P1.2.1.1,Zx.0090,Chal,Mex,PV23-458,,,75.02963651,74.964896,835.21,834.021,184.983,69.511,1.961,1.271,20.844,5.05763625,0.001545677,-0.005852363,,no
2458,2,Zx.0100_P4_P5_P1.1.1.1,Zx.0100,Chal,Mex,PV23-390,,,72.17295132,69.32135818,784.555,739.169,206.689,88.102,1.949,3.153,13.664,5.059998331,0.001585596,-0.010810989,,no
2459,2,Zx.0570_P2_P3_P2.3.1.1,Zx.0570,Nobo,Mex,PV23-1179,,,72.82759815,71.92015853,796.345,782.215,208.784,95.208,2.963,2.187,60.194,5.062122043,0.001625514,-0.001372303,,no
2460,2,Zx.0340_P2_P2_P2.2.1.1,Zx.0340,Chal,Mex,PV23-476,,,73.11520428,77.11765199,802.736,864.16,202.483,99.885,2.972,2.184,29.899,5.063888443,0.001665433,-0.001087806,,no
2461,2,Zx.0550_P4_P4_P6.2.1.1,Zx.0550,Dura,Mex,PV23-736,,,68.57170367,69.08445249,726.259,734.331,175.976,70.746,1.965,1.164,62.178,5.065774052,0.001705352,-0.000875351,,no
2462,2,Zx.0150_P2_P2_P1.1.1.1,Zx.0150,Chal,Mex,PV23-495,,,73.91797729,75.36423334,815.007,835.715,191.383,77.328,1.977,2.185,34.38,5.067653205,0.001745271,-0.000496731,,no
2463,2,Zx.0470_P2_P4_P2.2.1.1,Zx.0470,Mesa,Mex,PV23-2361,,,73.7577762,72.01324767,809.738,781.622,198.666,75.726,1.995,2.209,52.644,4.069638078,0.001785189,-0.000515227,,no
2464,2,Zx.0580_P2_P5_P6.1.1.1,Zx.0580,Nobo,Mex,PV23-1060,,,68.68038525,69.20475845,729.052,738.038,210.316,85.382,2.942,2.214,60.741,5.071891929,0.001825108,-6.11E-05,,no
2465,2,Zd.0020_P2_P3_P2.1.1.1,Zd.0020,Zdip,Zdip,PV23-1849,,,79.39455847,76.86468734,900.796,858.066,228.619,96.224,2.968,3.207,47.428,6.074296527,0.001865027,-7.18E-05,,no
2466,2,Zd.0030_P2_P4_P1.3.1.1,Zd.0030,Zdip,Zdip,PV23-896,,,76.01544504,75.35909416,844.925,836.358,193.472,77.196,1.954,2.184,37.374,6.076777786,0.001904945,0.000110859,,no
2467,2,Zl.0010_P1_P3_P1.3.1.1,Zl.0010,Zlux,Zlux,PV23-1392,,,73.53735707,72.6483908,807.414,792.722,192.393,81.677,1.984,2.159,49.783,6.079283491,0.001944864,0.004989635,,no
2468,2,Zx.0220_P2_P3_P1.1.1.1,Zx.0220,Chal,Mex,PV23-409,,,76.1931992,75.62383277,850.311,840.765,232.314,124.918,2.961,2.156,50.224,5.081890767,0.001984783,0.005209994,,no
2469,2,Zx.0100_P4_P4_P1.2.1.1,Zx.0100,Chal,Mex,PV23-388,,,73.26566017,73.46450424,807.391,809.758,203.087,93.955,1.992,2.206,50.218,5.08445886,0.002024702,0.996805332,,no
2470,2,Zx.0360_P2_P5_P1.2.1.1,Zx.0360,Mesa,Mex,PV23-2326,,,74.15778783,73.12293115,819.79,802.899,208.744,82.298,1.981,2.172,42.205,6.087072164,0.00206462,-0.008004602,,no
2471,2,Zd.0010_P2_P2_P1.2.1.1,Zd.0010,Zdip,Zdip,PV23-1943,,,69.47459253,71.57275336,743.785,776.238,172.501,68.85,1.963,1.243,37.722,5.089711813,0.002104539,0.005741857,,no
2472,2,Zd.0010_P3_P2_P1.4.1.1,Zd.0010,Zdip,Zdip,PV23-2013,,,71.63685807,70.71726363,779.584,764.313,176.437,76.576,1.983,1.223,51.05,4.092184329,0.002144458,-0.003579724,,no
2473,2,Zx.0340_P2_P4_P2.2.1.1,Zx.0340,Chal,Mex,PV23-479,,,72.51383893,73.74690972,796.533,815.22,201.406,106.206,2.96,2.171,20.622,4.094838458,0.002184376,0.001697953,,no
2474,2,Zd.0010_P3_P4_P2.1.1.1,Zd.0010,Zdip,Zdip,PV23-2053,,,75.2680515,77.29023777,840.558,870.262,218.413,99.404,1.949,2.201,12.924,5.097306222,0.002224295,-0.002749396,,no
2475,2,Zd.0040_P1_P3_P1.1.1.1,Zd.0040,Zdip,Zdip,PV23-946,,,74.50211026,72.54414142,827.438,795.516,215.504,78.056,1.937,2.189,38.787,6.100066612,0.002264214,0.001811403,,no
2476,2,Zv.0310_P3_P3_P1.2.1.1,Zv.0310,Bals,Bals,PV23-2075,,,74.31839018,74.3908038,824.196,825.485,201.959,73.364,2.955,2.179,23.042,5.102991897,0.002304133,-0.002416521,,no
2477,2,Zv.0300_P1_P1_P2.1.1.1,Zv.0300,Bals,Bals,PV23-2099,,,74.06498505,73.51050575,822.153,811.986,212.135,86.306,2.896,1.263,48.493,6.093724478,0.003417688,-0.004007538,,no
2478,2,Zv.0280_P1_P1_P1.2.1.1,Zv.0280,Bals,Bals,PV23-2116,,,72.25590979,71.6609175,792.358,782.719,191.575,83.006,2.879,1.275,48.847,4.090860045,0.00337241,0.000283279,,no
2479,2,Zv.0100_P3_P5_P1.1.1.1,Zv.0100,Bals,Bals,PV23-2150,,,72.03072821,71.40580774,789.851,779.186,229.458,109.368,1.891,1.288,53.495,5.088161404,0.003327133,-0.004214109,,no
2480,2,Zl.0050_P1_P5_P3.1.1.1,Zl.0050,Zlux,Zlux,PV23-1233,,,75.28709641,75.86302689,843.521,851.193,200.493,72.192,1.902,1.259,37.503,5.085757323,0.003281855,0.000297355,,no
2481,2,Zv.0240_P2_P3_P1.1.1.1,Zv.0240,Bals,Bals,PV23-2178,,,72.42173953,70.83529913,794.094,767.569,183.629,74.597,1.926,1.312,36.839,5.08317045,0.003236578,-0.00491559,,no
2482,2,Zd.0020_P3_P5_P1.4.1.1,Zd.0020,Zdip,Zdip,PV23-1925,,,74.2711145,74.69348212,824.645,828.819,209.857,99.923,1.907,2.332,29.515,5.080770989,0.0031913,0.004471089,,no
2483,2,Zv.0040_P3_P1_P1.1.1.1,Zv.0040,Bals,Bals,PV23-1332,,,70.96413487,73.24614531,769.104,806.234,199.309,91.439,2.925,1.261,11.498,5.078212334,0.003146022,-0.009210887,,no
2484,2,Zd.0010_P3_P2_P5.1.1.1,Zd.0010,Zdip,Zdip,PV23-2028,,,73.07758215,74.58871054,806.112,828.85,194.88,79.167,1.937,2.296,53.308,5.075689258,0.003100745,-0.004338631,,no
2485,2,Zx.0580_P3_P1_P3.4.1.1,Zx.0580,Nobo,Mex,PV23-1075,,,70.00552642,69.74639677,754.664,747.787,167.32,63.192,1.906,0.246,44.011,5.073220978,0.003055467,0.004124922,,no
2486,2,Zd.0010_P2_P3_P1.5.1.1,Zd.0010,Zdip,Zdip,PV23-1953,,,72.34608833,73.7657473,789.13,813.115,196.549,60.992,1.929,2.249,59.965,5.070722706,0.003010189,0.003959163,,no
2487,2,Zx.0030_P2_P4_P1.2.1.1,Zx.0030,Chal,Mex,PV23-518,,,72.81857704,72.46754124,796.053,790.845,193.687,81.522,1.9,2.274,53.049,5.068334075,0.002964912,-0.000869554,,no
2488,2,Zx.0020_P3_P1_P1.3.1.1,Zx.0020,Chal,Mex,PV23-524,,,73.193707,72.96224388,804.039,799.097,203.812,81.539,1.915,2.296,46.093,5.06597641,0.002919634,-0.001005559,,no
2489,2,Zv.0390_P2_P3_P2.1.1.1,Zv.0390,Bals,Bals,PV23-2091,,,74.47985614,74.29119586,825.656,823.39,202.429,85.674,2.889,2.302,25.091,5.063700328,0.002874356,-0.000950373,,no
2490,2,B73,B73,B73,B73,B73-PV24,,,73.55947314,74.08904507,808.223,817.496,205.669,79.991,1.943,2.296,46.078,6.0615782,0.002829079,-0.001361568,,no
2491,2,Zv.0280_P1_P2_P1.2.1.1,Zv.0280,Bals,Bals,PV23-2119,,,72.72026583,73.43025682,797.748,807.829,191.273,82.567,2.925,2.271,53.996,4.059726796,0.002783801,-0.001301068,,no
2492,2,Zv.0440_P4_P3_P1.2.1.1,Zv.0440,Bals,Bals,PV23-1363,sickly,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002738523,-0.001638489,,no
2493,2,Zx.0560_P4_P3_P4.1.1.1,Zx.0560,Dura,Mex,PV23-625,,,71.90917893,72.1669458,783.965,788.315,174.181,67.082,2.922,1.266,46.383,5.056230079,0.002693246,-0.001810565,,no
2494,2,Zx.0550_P4_P2_P2.5.1.1,Zx.0550,Dura,Mex,PV23-688,,,74.61352594,74.96223372,827.118,833.259,257.406,152.389,2.913,2.267,29.966,6.054596453,0.002647968,-0.002055484,,no
2495,2,Zv.0490_P4_P1_P2.2.1.1,Zv.0490,Bals,Bals,PV23-2194,,,72.95103965,73.35659851,798.578,806.694,214.249,98.27,2.9,2.231,44.327,5.052603538,0.002602691,-0.011455343,,no
2496,2,Zv.0220_P3_P5_P2.1.1.1,Zv.0220,Bals,Bals,PV23-1784,,,73.80239278,74.99399088,817.324,836.019,201.481,79.666,2.913,1.348,26.2,5.050369672,0.002557413,-0.006458435,,no
2497,2,Zl.0010_P1_P2_P1.4.1.1,Zl.0010,Zlux,Zlux,PV23-1378,,,74.90101824,74.14258929,833.147,821.714,206.067,77.481,1.958,2.294,30.902,5.048101869,0.002512135,-0.002550583,,no
2498,2,Zx.0560_P4_P1_P2.3.1.1,Zx.0560,Dura,Mex,PV23-598,,,73.51349043,72.83115177,808.452,797.572,198.801,70.42,1.94,2.214,61.169,5.045152789,0.002466858,-0.002783712,,no
2499,2,Zx.0470_P2_P1_P2.1.1.1,Zx.0470,Mesa,Mex,PV23-2348,,,NA,78.80785216,NA,892.929,210.013,71.236,0.915,1.24,NA,6.042032965,0.00242158,0.001813576,,no
2500,2,Zv.0310_P3_P2_P1.3.1.1,Zv.0310,Bals,Bals,PV23-2073,,,76.32427677,75.3486363,854.91,839.338,192.105,79.225,1.918,2.232,26.34,5.038382675,0.002376302,-0.012296282,,no
2501,2,Zx.0450_P1_P5_P2.2.1.1,Zx.0450,Mesa,Mex,PV23-2411,,,73.66786751,72.49281121,812.299,793.163,176.781,57.148,1.924,2.227,47.241,4.034723873,0.002331025,0.001230241,,no
2502,2,Zv.0340_P1_P1_P1.2.1.1,Zv.0340,Bals,Bals,PV23-1541,,,71.37255305,73.23712974,774.915,805.653,220.771,98.541,2.906,2.229,51.613,5.030974936,0.002285747,-0.003262166,,no
2503,2,Zx.0350_P1_P2_P2.2.1.1,Zx.0350,Mesa,Mex,PV23-2371,,,71.85930417,70.64582432,781.41,761.44,212.122,98.987,2.936,2.196,32.293,5.026973462,0.002240469,-0.003204041,,no
2504,2,Zv.0270_P2_P5_P1.1.1.1,Zv.0270,Bals,Bals,PV23-2167,,,74.15136704,75.97844374,819.67,848.924,170.927,95.569,2.937,1.162,60.894,4.022802174,0.002195192,0.001056479,,no
2505,2,Zv.0190_P3_P5_P1.2.1.1,Zv.0190,Bals,Bals,PV23-1591,,,77.054271,75.84780874,864.838,846.876,201.241,88.801,1.959,2.104,17.157,5.022561989,0.001583455,0.00078265,,no
2506,2,Zv.0150_P4_P1_P1.2.1.1,Zv.0150,Bals,Bals,PV23-2259,,,73.7616574,73.51231993,811.365,808.254,206.407,87.151,1.958,2.137,16.859,6.026633951,0.001634092,-0.003531451,,no
2507,2,Zd.0030_P2_P2_P3.3.1.1,Zd.0030,Zdip,Zdip,PV23-875,,,74.26827942,73.09719547,821.374,803.49,193.08,70.661,2.929,1.17,22.785,6.030527875,0.001684729,-0.003643939,,no
2508,2,Zv.0470_P2_P1_P1.2.1.1,Zv.0470,Bals,Bals,PV23-2239,,,75.5530363,73.34592439,842.413,807.03,201.18,85.252,2.946,1.169,7.32,6.034162361,0.001735365,0.000794555,,no
2509,2,Zd.0020_P3_P2_P4.3.1.1,Zd.0020,Zdip,Zdip,PV23-1893,,,73.19745477,72.19676751,804.662,788.276,199.652,77.338,1.94,1.174,35.826,6.037701279,0.001786002,-0.012784445,,no
2510,2,Zx.0560_P4_P3_P3.2.1.1,Zx.0560,Dura,Mex,PV23-622,,,71.52377556,70.65427202,777.758,763.592,198.731,88.37,1.937,2.183,39.02,5.041227544,0.001836638,0.001274849,,no
2511,2,Zd.0010_P3_P2_P4.1.1.1,Zd.0010,Zdip,Zdip,PV23-2025,,,71.36981739,70.67991926,773.175,762.618,197.681,86.581,1.961,2.159,37.663,6.044220145,0.001887275,-0.00337097,,no
2512,2,Zd.0020_P2_P1_P3.2.1.1,Zd.0020,Zdip,Zdip,PV23-1832,,,77.75588118,75.99727255,875.656,850.198,202.077,81.67,1.98,2.241,23.5,5.047039078,0.001937911,-0.003185237,,no
2513,2,Zx.0550_P1_P4_P2.1.1.1,Zx.0550,Dura,Mex,PV23-657,,,72.66097498,69.85735622,797.405,752.584,158.575,62.886,1.934,1.297,7.803,5.049173944,0.001988548,-0.00714037,,no
2514,2,Zx.0450_P1_P2_P2.2.1.1,Zx.0450,Mesa,Mex,PV23-2398,,,73.81708111,70.2303412,812.796,756.162,176.392,53.515,1.921,2.183,12.637,5.051272089,0.002039184,-0.012184903,,no
2515,2,Zd.0040_P1_P1_P1.4.1.1,Zd.0040,Zdip,Zdip,PV23-941,,,73.48868708,73.84692401,808.804,816.127,191.582,71.645,1.933,1.222,49.088,5.053126705,0.002089821,-0.002833245,,no
2516,2,Zd.0030_P2_P1_P1.3.1.1,Zd.0030,Zdip,Zdip,PV23-851,,,73.79325981,75.06265144,814.222,834.572,NA,89.333,2.942,2.224,28.122,5.054620051,0.002140458,-0.002637176,,no
2517,2,Zv.0430_P3_P4_P1.2.1.1,Zv.0430,Bals,Bals,PV23-1353,,,77.26263269,75.04838026,865.925,833.844,231.007,97.193,2.933,2.208,41.435,6.056230347,0.002191094,-0.002514567,,no
2518,2,Zl.0050_P1_P1_P4.2.1.1,Zl.0050,Zlux,Zlux,PV23-1218,,,75.61554034,75.3482092,840.671,837.45,195.568,88.772,2.944,2.233,20.774,5.057833715,0.002241731,-0.002227199,,no
2519,2,Zd.0010_P3_P1_P1.1.1.1,Zd.0010,Zdip,Zdip,PV23-2002,,,74.45588011,73.01900276,821.816,799.813,200.019,82.175,1.961,2.26,48.377,5.059544144,0.002292367,-0.002338304,,no
2520,2,Zl.0040_P4_P3_P2.4.1.1,Zl.0040,Zlux,Zlux,PV23-1469,,,76.37516544,77.23412642,852.978,868.019,183.829,75.85,1.907,1.268,16.709,5.061527045,0.002343004,-0.001978415,,no
2521,2,Zx.0580_P3_P3_P2.3.1.1,Zx.0580,Nobo,Mex,PV23-1109,,,71.08832986,70.91855355,768.872,766.531,170.234,72.712,2.932,1.262,25.127,5.063667106,0.00239364,-0.002086114,,no
2522,2,Zd.0040_P1_P1_P1.1.1.1,Zd.0040,Zdip,Zdip,PV23-938,,,73.71462604,71.43666209,810.996,774.554,208.08,76.69,1.917,2.24,27.398,5.065893673,0.002444277,-0.002004453,,no
2523,2,Zx.0560_P2_P5_P1.2.1.1,Zx.0560,Dura,Mex,PV23-578,,,74.24312068,74.74495969,819.745,828.83,189.849,65.143,1.945,2.214,18.124,6.068157726,0.002494914,0.002767195,,no
2524,2,Zl.0040_P4_P2_P1.5.1.1,Zl.0040,Zlux,Zlux,PV23-1459,,,71.89986174,72.73088581,784.777,796.712,194.456,76.302,1.922,2.209,42.777,5.070539488,0.00254555,0.002872319,,no
2525,2,Zv.0480_P3_P2_P1.1.1.1,Zv.0480,Bals,Bals,PV23-2228,,,71.96430493,72.57380106,786.742,796.106,211.813,78.216,1.952,2.258,58.677,5.072900451,0.002596187,-0.005655483,,no
2526,2,Zl.0040_P4_P4_P1.2.1.1,Zl.0040,Zlux,Zlux,PV23-1482,,,76.83808415,77.22827649,860.887,868.177,243.048,88.418,2.94,1.221,19.268,7.075325794,0.002646823,-0.010595269,,no
2527,2,Zx.0550_P4_P2_P2.3.1.1,Zx.0550,Dura,Mex,PV23-687,,,73.12897816,72.67072901,804.759,795.445,198.448,78.835,1.922,2.29,30.185,5.077795951,0.00269746,0.003016891,,no
2528,2,Zx.0100_P4_P3_P1.2.1.1,Zx.0100,Chal,Mex,PV23-386,,,73.26355889,73.80774122,807.074,816.113,194.147,79.457,1.94,2.268,15.009,5.080114853,0.002748096,-0.006440416,,no
2529,2,Zx.0550_P4_P3_P3.3.1.1,Zx.0550,Dura,Mex,PV23-704,,,70.1151329,69.83230959,758.635,752.711,186.026,72.022,2.917,2.214,44.17,5.082626965,0.002798733,-0.001297945,,no
2530,2,Zx.0550_P4_P1_P3.2.1.1,Zx.0550,Dura,Mex,PV23-676,,,69.84798936,71.37457723,753.658,778.836,196.086,84.181,2.905,2.243,11.158,4.084959858,0.002849369,-0.005879406,,no
2531,2,Zx.0580_P3_P2_P1.3.1.1,Zx.0580,Nobo,Mex,PV23-1084,,,71.06569958,70.63241219,772.704,765.854,205.37,86.809,1.893,2.23,51.409,6.087589245,0.002900006,-0.001451404,,no
2532,2,Zx.0540_P3_P1_P2.1.1.1,Zx.0540,Dura,Mex,PV23-758,,,72.87012306,73.4877386,801.663,811.848,204.166,73.11,1.91,2.217,44.454,4.090385323,0.002950643,-0.005811172,,no
2533,2,Zx.0560_P4_P1_P1.3.1.1,Zx.0560,Dura,Mex,PV23-594,,,71.95570857,71.76793691,788.466,785.018,201.778,95.687,2.86,2.179,14.275,4.090068922,0.003264992,-0.007823605,,no
2534,2,Zx.0220_P2_P1_P2.3.1.1,Zx.0220,Chal,Mex,PV23-404,,,72.15284224,71.90524452,791.81,787.791,205.635,77.376,1.844,2.191,34.217,6.08734527,0.003208996,-0.003390239,,no
2535,2,Zv.0440_P4_P2_P1.1.1.1,Zv.0440,Bals,Bals,PV23-1360,,,72.94115347,73.64411379,805.527,816.408,210.044,84.747,2.856,2.205,50.357,6.084789205,0.003153001,-0.007744503,,no
2536,2,Zl.0030_P2_P1_P1.1.1.1,Zl.0030,Zlux,Zlux,PV23-1499,,,70.21965563,70.10303491,761.752,757.997,191.738,84.598,1.868,2.177,48.76,6.082531568,0.003097005,-0.00308904,,no
2537,2,Zx.0090_P2_P4_P1.2.1.1,Zx.0090,Chal,Mex,PV23-465,,,73.384075,74.08317029,810.428,821.488,216.697,101.055,1.891,2.232,52.792,5.080098286,0.00304101,-0.008157343,,no
2538,2,Zx.0540_P3_P2_P2.2.1.1,Zx.0540,Dura,Mex,PV23-771,,,72.26864865,71.95275939,792.326,784.769,201.947,78.476,1.873,2.256,19.664,5.077864012,0.002985014,0.001374083,,yes
2539,2,Zx.0030_P2_P3_P2.2.1.1,Zx.0030,Chal,Mex,PV23-515,,,72.99775222,71.51691291,802.811,779.477,190.599,82.115,1.892,2.189,24.044,5.075486423,0.002929019,0.987835407,,no
2540,2,Zv.0300_P1_P3_P1.2.1.1,Zv.0300,Bals,Bals,PV23-2107,,,73.14185503,73.86695392,808.111,818.964,209.489,88.971,1.904,2.228,45.749,6.073162882,0.002873023,-0.007152823,,no
2541,2,Zh.0030_P4_P3_P3.2.1.1,Zh.0030,Hueh,Hueh,PV23-1298,,,72.09134269,73.02499506,789.442,802.676,176.292,73.105,2.875,1.183,33.044,4.070913305,0.002817028,0.001444916,,no
2542,2,Zh.0030_P4_P5_P1.1.1.1,Zh.0030,Hueh,Hueh,PV23-1312,,,72.44430109,72.03585436,791.941,786.024,198.834,81.983,2.898,2.19,36.182,4.068652121,0.002761032,0.001407586,,no
2543,2,Zx.0490_P4_P2_P1.2.1.1,Zx.0490,Mesa,Mex,PV23-2309,,,73.92170751,71.72030608,816.05,780.495,180.166,58.554,1.87,2.218,22.943,5.066516715,0.002705037,-0.003298364,,yes
2544,2,Zv.0480_P2_P4_P1.1.1.1,Zv.0480,Bals,Bals,PV23-2221,,,71.299382,70.19267747,774.031,755.766,191.371,72.598,2.886,2.241,16.656,4.064425316,0.002649041,-0.003316116,,no
2545,2,Zx.0580_P2_P5_P3.3.1.1,Zx.0580,Nobo,Mex,PV23-1049,,,69.58973741,71.49820858,747.204,779.32,185.973,72.767,2.861,2.246,30.12,5.062425344,0.002593046,-0.003145947,,no
2546,2,Zd.0020_P2_P3_P2.2.1.1,Zd.0020,Zdip,Zdip,PV23-1850,,,75.67238867,76.27314627,841.862,852.869,222.14,95.135,1.916,1.238,20.571,7.06058574,0.00253705,-0.00344446,,no
2547,2,Zv.0420_P3_P1_P1.1.1.1,Zv.0420,Bals,Bals,PV23-1625,,,72.8307434,73.5927558,800.771,812.361,166.658,63.789,2.899,2.208,26.45,6.059020353,0.002481055,-0.003272755,,no
2548,2,Zh.0020_P3_P5_P1.4.1.1,Zh.0020,Hueh,Hueh,PV23-1274,,,76.47317663,76.28325061,854.92,853.9,169.074,63.27,1.889,2.18,22.493,4.057562699,0.002425059,-0.003500155,,no
2549,2,Zd.0010_P3_P1_P1.3.1.1,Zd.0010,Zdip,Zdip,PV23-2003,,,73.99646929,74.28705669,819.171,824.847,208.45,75.453,1.898,1.192,24.563,6.056097881,0.002369064,-0.003563376,,no
2550,2,Zx.0440_P1_P4_P1.1.1.1,Zx.0440,Mesa,Mex,PV23-834,,,68.6830098,70.06003252,731.191,755.094,195.659,93.783,3.889,2.188,44.013,5.054748883,0.002313068,-0.003700575,,no
2551,2,Zx.0550_P4_P2_P3.4.1.1,Zx.0550,Dura,Mex,PV23-692,,,73.00246064,71.4318561,800.431,777.41,202.484,83.643,2.877,2.145,51.249,5.053036637,0.002257073,-0.012993808,,no
2552,2,Zd.0010_P2_P2_P2.5.1.1,Zd.0010,Zdip,Zdip,PV23-1949,,,72.83866273,72.04773341,801.92,789.821,198.669,84.982,1.89,2.256,48.607,6.05107828,0.002201077,-0.007891235,,no
2553,2,Zl.0010_P1_P1_P1.2.1.1,Zl.0010,Zlux,Zlux,PV23-1371,,,74.92814129,73.17801371,834.596,806.956,177.148,57.73,1.936,2.198,31.5,5.04908042,0.002145082,-0.0038784,,no
2554,2,Zd.0020_P3_P4_P2.1.1.1,Zd.0020,Zdip,Zdip,PV23-1914,,,73.53960977,72.85342056,809.888,799.546,185.701,74.616,1.918,2.114,43.163,5.046395703,0.002089086,-0.00400656,,no
2555,2,Zv.0340_P1_P2_P1.2.1.1,Zv.0340,Bals,Bals,PV23-1543,,,74.69399538,72.82337095,831.482,800.437,194.685,82.394,2.894,1.137,38.72,5.043534395,0.002033091,0.00069734,,no
2556,2,Zx.0100_P4_P1_P1.2.1.1,Zx.0100,Chal,Mex,PV23-382,,,73.37057215,73.36450113,809.121,808.381,200.539,85.366,1.897,3.128,38.125,5.040136224,0.001977095,-0.013302821,,no
2557,2,B73,B73,B73,B73,B73-PV24,,,73.72995678,73.5147213,814.209,811.028,218.009,83.301,1.903,2.122,48.017,6.036721258,0.0019211,0.000336126,,no
2558,2,Zv.0390_P2_P4_P1.2.1.1,Zv.0390,Bals,Bals,PV23-2095,,,74.44800732,74.26851027,825.883,823.604,202.868,94.747,1.885,2.123,43.678,6.033205291,0.001865104,-0.004042113,,no
2559,2,Zl.0010_P1_P1_P1.3.1.1,Zl.0010,Zlux,Zlux,PV23-1372,,ST,73.94132314,75.68549311,815.84,844.975,192.169,81.285,2.915,2.091,47.549,4.029422987,0.001809109,-0.003869916,,no
2560,2,Zv.0280_P1_P5_P1.1.1.1,Zv.0280,Bals,Bals,PV23-2125,,,71.22924339,70.01954895,772.815,752.757,188.986,87.985,2.916,2.059,44.045,5.02545442,0.001753114,0.000502329,,no
2561,2,Zx.0340_P2_P4_P1.1.1.1,Zx.0340,Chal,Mex,PV23-477,,,73.0073617,75.75285382,800.39,844.341,212.689,93.904,2.927,3.257,14.297,6.021133076,0.001976571,0.000235281,,no
2562,2,Zx.0580_P2_P5_P4.1.1.1,Zx.0580,Nobo,Mex,PV23-1052,,,73.72864193,73.42134842,810.829,805.836,195.942,77.178,1.926,2.287,60.203,5.024997092,0.002037925,-0.004198296,,yes
2563,2,Zx.0550_P4_P5_P4.1.1.1,Zx.0550,Dura,Mex,PV23-752,,,73.24298654,75.00501296,804.961,834.205,194.67,72.594,2.897,1.317,19.434,5.028666622,0.00209928,-0.004434084,,no
2564,2,Zh.0030_P4_P5_P2.2.1.1,Zh.0030,Hueh,Hueh,PV23-1318,,,75.53191189,78.25120202,842.252,882.848,227.794,96.094,1.914,2.314,24.375,5.032062915,0.002160634,-0.000121299,,no
2565,2,Zx.0220_P2_P2_P2.3.1.1,Zx.0220,Chal,Mex,PV23-408,,,76.17942568,78.10128311,852.102,880.209,214.265,79.109,1.909,3.319,19.184,6.035352773,0.002221989,0.986172842,,yes
2566,2,Zd.0020_P3_P5_P3.1.1.1,Zd.0020,Zdip,Zdip,PV23-1931,,,73.50970323,72.56121854,810.074,794.071,196.334,84.1,1.906,2.328,52.678,6.038621695,0.002283343,0.000105042,,no
2567,2,Zl.0040_P4_P4_P1.3.1.1,Zl.0040,Zlux,Zlux,PV23-1483,,,77.3620499,82.59344118,867.663,953.994,191.272,69.307,2.93,1.305,45.621,5.041350555,0.002344698,-0.00466749,,no
2568,2,Zx.0560_P4_P3_P1.1.1.1,Zx.0560,Dura,Mex,PV23-614,,,71.75695095,70.92153126,781.533,768.342,193.644,90.429,1.948,1.391,46.059,5.043899901,0.002406052,-0.004608362,,yes
2569,2,Zl.0010_P1_P2_P3.2.1.1,Zl.0010,Zlux,Zlux,PV23-1386,,,76.67331871,76.79616774,859.807,861.782,186.091,69.708,1.902,1.452,39.87,5.0457596,0.002467406,-0.008690392,,no
2570,2,Zd.0010_P3_P4_P1.2.1.1,Zd.0010,Zdip,Zdip,PV23-2049,,,74.84299452,73.18613531,828.975,803.58,188.834,89.398,1.889,1.344,42.02,6.047577013,0.002528761,-0.013862184,,no
2571,2,Zv.0100_P3_P1_P1.2.1.1,Zv.0100,Bals,Bals,PV23-2141,,,75.53018375,74.82036039,840.025,830.692,207.94,107.548,1.901,1.389,13.494,5.049145735,0.002590115,-0.004638108,,no
2572,2,Zd.0010_P2_P1_P1.1.1.1,Zd.0010,Zdip,Zdip,PV23-1934,,,72.85052585,72.05283934,799.516,786.267,207.677,85.196,1.91,2.398,44.855,5.05034923,0.00265147,-0.004570191,,no
2573,2,Zv.0280_P3_P3_P1.2.1.1,Zv.0280,Bals,Bals,PV23-2134,,,74.33299529,75.05306842,821.664,833.306,191.28,72.961,1.901,1.389,24.997,5.051667415,0.002712824,-0.004576739,,no
2574,2,Zx.0570_P2_P2_P4.1.1.1,Zx.0570,Nobo,Mex,PV23-1168,,,71.69403391,72.36502451,779.974,789.606,197.876,77.405,2.911,1.42,31.265,6.052978201,0.002774178,-0.004419886,,no
2575,2,Zd.0020_P3_P3_P3.1.1.1,Zd.0020,Zdip,Zdip,PV23-1905,,,75.53593889,75.0468882,838.062,832.321,219.385,94.672,1.927,1.452,25.397,5.054397389,0.002835533,-0.004663118,,no
2576,2,Zv.0290_P2_P2_P1.1.1.1,Zv.0290,Bals,Bals,PV23-1736,,,72.44992658,71.27300325,792.229,773.56,193.236,80.236,2.873,2.463,39.559,6.056092542,0.002896887,-0.004437239,,no
2577,2,Zd.0010_P3_P5_P1.4.1.1,Zd.0010,Zdip,Zdip,PV23-2069,,,74.15319084,73.96847345,818.817,815.883,199.625,78.015,1.897,1.458,33.308,6.057951269,0.002958242,-0.004681144,,no
